Version #9: 8/7/2020,,,,,,,,,,,,,,,,,,
"Description: Counties with accessible data (denoted with ""X"") from the datasets listed in the column headings",,,,,,,,,,,,,,,,,,
County id,County,State,Country,JHU,NYT: Case Counts,University of Washington,US Census Bureau: Demographic Estimates,Corona Data Scraper,Google,Apple,IBM Weather,NYT: All Cause Mortality,PlaceIQ,US Bureau of Labor Statistics,Realtor.com,Bureau of Economic Analysis,Opportunity Insights,US CDC: Select Demographic Characteristics
RoanokeCity_Virginia_UnitedStates,Roanoke City,Virginia,United States,X,X,,X,X,,X,X,,X,,,X,X,X
Salem_Virginia_UnitedStates,Salem,Virginia,United States,X,X,,X,X,X,X,X,,X,,,,X,X
Staunton_Virginia_UnitedStates,Staunton,Virginia,United States,X,X,,X,X,X,X,X,,X,,,,X,X
Suffolk_Virginia_UnitedStates,Suffolk,Virginia,United States,X,X,,X,X,X,X,X,,X,,,,X,X
VirginiaBeach_Virginia_UnitedStates,Virginia Beach,Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Waynesboro_Virginia_UnitedStates,Waynesboro,Virginia,United States,X,X,,X,X,X,X,X,,X,,,,X,X
Williamsburg_Virginia_UnitedStates,Williamsburg,Virginia,United States,X,X,,X,X,X,X,X,,,,,,,X
Winchester_Virginia_UnitedStates,Winchester,Virginia,United States,X,X,,X,X,X,X,X,,X,,,,X,X
Adams_Washington_UnitedStates,Adams,Washington,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Asotin_Washington_UnitedStates,Asotin,Washington,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Benton_Washington_UnitedStates,Benton,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Chelan_Washington_UnitedStates,Chelan,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clallam_Washington_UnitedStates,Clallam,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clark_Washington_UnitedStates,Clark,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Columbia_Washington_UnitedStates,Columbia,Washington,United States,X,X,,X,X,,,X,,,,,X,X,X
Cowlitz_Washington_UnitedStates,Cowlitz,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Douglas_Washington_UnitedStates,Douglas,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ferry_Washington_UnitedStates,Ferry,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Franklin_Washington_UnitedStates,Franklin,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Garfield_Washington_UnitedStates,Garfield,Washington,United States,X,,,X,,,,,,,,,X,X,X
Grant_Washington_UnitedStates,Grant,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
GraysHarbor_Washington_UnitedStates,Grays Harbor,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Island_Washington_UnitedStates,Island,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jefferson_Washington_UnitedStates,Jefferson,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
King_Washington_UnitedStates,King,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Kitsap_Washington_UnitedStates,Kitsap,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Kittitas_Washington_UnitedStates,Kittitas,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Klickitat_Washington_UnitedStates,Klickitat,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Lewis_Washington_UnitedStates,Lewis,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lincoln_Washington_UnitedStates,Lincoln,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Mason_Washington_UnitedStates,Mason,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Okanogan_Washington_UnitedStates,Okanogan,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pacific_Washington_UnitedStates,Pacific,Washington,United States,X,X,,X,X,X,,X,,X,,,X,X,X
PendOreille_Washington_UnitedStates,Pend Oreille,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Pierce_Washington_UnitedStates,Pierce,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
SanJuan_Washington_UnitedStates,San Juan,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Skagit_Washington_UnitedStates,Skagit,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Skamania_Washington_UnitedStates,Skamania,Washington,United States,X,X,,X,X,X,,X,,,,,X,X,X
Snohomish_Washington_UnitedStates,Snohomish,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Spokane_Washington_UnitedStates,Spokane,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Stevens_Washington_UnitedStates,Stevens,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Thurston_Washington_UnitedStates,Thurston,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wahkiakum_Washington_UnitedStates,Wahkiakum,Washington,United States,X,X,,X,X,,,X,,,,,X,X,X
WallaWalla_Washington_UnitedStates,Walla Walla,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Whatcom_Washington_UnitedStates,Whatcom,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Whitman_Washington_UnitedStates,Whitman,Washington,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Yakima_Washington_UnitedStates,Yakima,Washington,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
KingandSnohomish_Washington_UnitedStates,KingandSnohomish,Washington,United States,,,X,,,,,,,,,,,,
Kirkland_Washington_UnitedStates,Kirkland,Washington,United States,,,X,,,,,,,,,,,,
OtherCounties_Washington_UnitedStates,OtherCounties,Washington,United States,,,X,,,,,,,,,,,,
Barbour_WestVirginia_UnitedStates,Barbour,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,,X
Berkeley_WestVirginia_UnitedStates,Berkeley,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Boone_WestVirginia_UnitedStates,Boone,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Braxton_WestVirginia_UnitedStates,Braxton,West Virginia,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Brooke_WestVirginia_UnitedStates,Brooke,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cabell_WestVirginia_UnitedStates,Cabell,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Calhoun_WestVirginia_UnitedStates,Calhoun,West Virginia,United States,X,X,,X,X,,,X,,,,,X,,X
Clay_WestVirginia_UnitedStates,Clay,West Virginia,United States,X,X,,X,X,,,X,,,,,X,,X
Doddridge_WestVirginia_UnitedStates,Doddridge,West Virginia,United States,X,,,X,,,,,,,,,X,,X
Fayette_WestVirginia_UnitedStates,Fayette,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Gilmer_WestVirginia_UnitedStates,Gilmer,West Virginia,United States,X,X,,X,X,,,X,,,,,X,X,X
Grant_WestVirginia_UnitedStates,Grant,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Greenbrier_WestVirginia_UnitedStates,Greenbrier,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hampshire_WestVirginia_UnitedStates,Hampshire,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Hancock_WestVirginia_UnitedStates,Hancock,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hardy_WestVirginia_UnitedStates,Hardy,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Harrison_WestVirginia_UnitedStates,Harrison,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jackson_WestVirginia_UnitedStates,Jackson,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jefferson_WestVirginia_UnitedStates,Jefferson,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Kanawha_WestVirginia_UnitedStates,Kanawha,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lewis_WestVirginia_UnitedStates,Lewis,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lincoln_WestVirginia_UnitedStates,Lincoln,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,,X
Logan_WestVirginia_UnitedStates,Logan,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
McDowell_WestVirginia_UnitedStates,McDowell,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Marion_WestVirginia_UnitedStates,Marion,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Marshall_WestVirginia_UnitedStates,Marshall,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mason_WestVirginia_UnitedStates,Mason,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mercer_WestVirginia_UnitedStates,Mercer,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mineral_WestVirginia_UnitedStates,Mineral,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Mingo_WestVirginia_UnitedStates,Mingo,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Monongalia_WestVirginia_UnitedStates,Monongalia,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Monroe_WestVirginia_UnitedStates,Monroe,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Morgan_WestVirginia_UnitedStates,Morgan,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Nicholas_WestVirginia_UnitedStates,Nicholas,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ohio_WestVirginia_UnitedStates,Ohio,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pendleton_WestVirginia_UnitedStates,Pendleton,West Virginia,United States,X,X,,X,X,,,X,,,,,X,,X
Pleasants_WestVirginia_UnitedStates,Pleasants,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Pocahontas_WestVirginia_UnitedStates,Pocahontas,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Preston_WestVirginia_UnitedStates,Preston,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Putnam_WestVirginia_UnitedStates,Putnam,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Raleigh_WestVirginia_UnitedStates,Raleigh,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Randolph_WestVirginia_UnitedStates,Randolph,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ritchie_WestVirginia_UnitedStates,Ritchie,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Roane_WestVirginia_UnitedStates,Roane,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Summers_WestVirginia_UnitedStates,Summers,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Taylor_WestVirginia_UnitedStates,Taylor,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Tucker_WestVirginia_UnitedStates,Tucker,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Tyler_WestVirginia_UnitedStates,Tyler,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Upshur_WestVirginia_UnitedStates,Upshur,West Virginia,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Wayne_WestVirginia_UnitedStates,Wayne,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Webster_WestVirginia_UnitedStates,Webster,West Virginia,United States,X,,,X,,X,,,,,,,X,,X
Wetzel_WestVirginia_UnitedStates,Wetzel,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,X,X
Wirt_WestVirginia_UnitedStates,Wirt,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Wood_WestVirginia_UnitedStates,Wood,West Virginia,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wyoming_WestVirginia_UnitedStates,Wyoming,West Virginia,United States,X,X,,X,X,X,,X,,,,,X,,X
Adams_Wisconsin_UnitedStates,Adams,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ashland_Wisconsin_UnitedStates,Ashland,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Barron_Wisconsin_UnitedStates,Barron,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Bayfield_Wisconsin_UnitedStates,Bayfield,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Brown_Wisconsin_UnitedStates,Brown,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Buffalo_Wisconsin_UnitedStates,Buffalo,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Burnett_Wisconsin_UnitedStates,Burnett,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Calumet_Wisconsin_UnitedStates,Calumet,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Chippewa_Wisconsin_UnitedStates,Chippewa,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clark_Wisconsin_UnitedStates,Clark,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Columbia_Wisconsin_UnitedStates,Columbia,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Crawford_Wisconsin_UnitedStates,Crawford,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Dane_Wisconsin_UnitedStates,Dane,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Dodge_Wisconsin_UnitedStates,Dodge,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Door_Wisconsin_UnitedStates,Door,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Douglas_Wisconsin_UnitedStates,Douglas,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Dunn_Wisconsin_UnitedStates,Dunn,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
EauClaire_Wisconsin_UnitedStates,Eau Claire,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Florence_Wisconsin_UnitedStates,Florence,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
FondduLac_Wisconsin_UnitedStates,Fond du Lac,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Forest_Wisconsin_UnitedStates,Forest,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Grant_Wisconsin_UnitedStates,Grant,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Green_Wisconsin_UnitedStates,Green,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
GreenLake_Wisconsin_UnitedStates,Green Lake,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Iowa_Wisconsin_UnitedStates,Iowa,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Iron_Wisconsin_UnitedStates,Iron,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Jackson_Wisconsin_UnitedStates,Jackson,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jefferson_Wisconsin_UnitedStates,Jefferson,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Juneau_Wisconsin_UnitedStates,Juneau,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Kenosha_Wisconsin_UnitedStates,Kenosha,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Kewaunee_Wisconsin_UnitedStates,Kewaunee,Wisconsin,United States,X,X,,X,X,X,X,X,,,,,X,X,X
LaCrosse_Wisconsin_UnitedStates,La Crosse,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lafayette_Wisconsin_UnitedStates,Lafayette,Wisconsin,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Langlade_Wisconsin_UnitedStates,Langlade,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Lincoln_Wisconsin_UnitedStates,Lincoln,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Manitowoc_Wisconsin_UnitedStates,Manitowoc,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Marathon_Wisconsin_UnitedStates,Marathon,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Marinette_Wisconsin_UnitedStates,Marinette,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Marquette_Wisconsin_UnitedStates,Marquette,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Menominee_Wisconsin_UnitedStates,Menominee,Wisconsin,United States,X,X,,X,X,,,X,,,,,X,X,X
Milwaukee_Wisconsin_UnitedStates,Milwaukee,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Monroe_Wisconsin_UnitedStates,Monroe,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Oconto_Wisconsin_UnitedStates,Oconto,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Oneida_Wisconsin_UnitedStates,Oneida,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Outagamie_Wisconsin_UnitedStates,Outagamie,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ozaukee_Wisconsin_UnitedStates,Ozaukee,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pepin_Wisconsin_UnitedStates,Pepin,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Pierce_Wisconsin_UnitedStates,Pierce,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Polk_Wisconsin_UnitedStates,Polk,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Portage_Wisconsin_UnitedStates,Portage,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Price_Wisconsin_UnitedStates,Price,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Racine_Wisconsin_UnitedStates,Racine,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Richland_Wisconsin_UnitedStates,Richland,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Rock_Wisconsin_UnitedStates,Rock,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Rusk_Wisconsin_UnitedStates,Rusk,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
St.Croix_Wisconsin_UnitedStates,St. Croix,Wisconsin,United States,X,,,X,X,X,X,X,,,,,,,
Sauk_Wisconsin_UnitedStates,Sauk,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Sawyer_Wisconsin_UnitedStates,Sawyer,Wisconsin,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Shawano_Wisconsin_UnitedStates,Shawano,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Sheboygan_Wisconsin_UnitedStates,Sheboygan,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Taylor_Wisconsin_UnitedStates,Taylor,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Trempealeau_Wisconsin_UnitedStates,Trempealeau,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Vernon_Wisconsin_UnitedStates,Vernon,Wisconsin,United States,X,X,,X,X,X,,X,,X,,,X,X,X
Vilas_Wisconsin_UnitedStates,Vilas,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Walworth_Wisconsin_UnitedStates,Walworth,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Washburn_Wisconsin_UnitedStates,Washburn,Wisconsin,United States,X,X,,X,X,X,,X,,,,,X,X,X
Washington_Wisconsin_UnitedStates,Washington,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Waukesha_Wisconsin_UnitedStates,Waukesha,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Waupaca_Wisconsin_UnitedStates,Waupaca,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Waushara_Wisconsin_UnitedStates,Waushara,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Winnebago_Wisconsin_UnitedStates,Winnebago,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wood_Wisconsin_UnitedStates,Wood,Wisconsin,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Albany_Wyoming_UnitedStates,Albany,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
BigHorn_Wyoming_UnitedStates,Big Horn,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Campbell_Wyoming_UnitedStates,Campbell,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Carbon_Wyoming_UnitedStates,Carbon,Wyoming,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Converse_Wyoming_UnitedStates,Converse,Wyoming,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Crook_Wyoming_UnitedStates,Crook,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Fremont_Wyoming_UnitedStates,Fremont,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Goshen_Wyoming_UnitedStates,Goshen,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
HotSprings_Wyoming_UnitedStates,Hot Springs,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Johnson_Wyoming_UnitedStates,Johnson,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Laramie_Wyoming_UnitedStates,Laramie,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lincoln_Wyoming_UnitedStates,Lincoln,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Natrona_Wyoming_UnitedStates,Natrona,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Niobrara_Wyoming_UnitedStates,Niobrara,Wyoming,United States,X,X,,X,X,,,X,,,,,X,X,X
Park_Wyoming_UnitedStates,Park,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Platte_Wyoming_UnitedStates,Platte,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Sheridan_Wyoming_UnitedStates,Sheridan,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Sublette_Wyoming_UnitedStates,Sublette,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Sweetwater_Wyoming_UnitedStates,Sweetwater,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Teton_Wyoming_UnitedStates,Teton,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Uinta_Wyoming_UnitedStates,Uinta,Wyoming,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Washakie_Wyoming_UnitedStates,Washakie,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
Weston_Wyoming_UnitedStates,Weston,Wyoming,United States,X,X,,X,X,X,,X,,,,,X,X,X
DukesandNantucket_Massachusetts_UnitedStates,Dukes and Nantucket,Massachusetts,United States,X,,,,,,,,,,,,,,
KansasCity_Missouri_UnitedStates,Kansas City,Missouri,United States,X,X,,,,,X,,,,,,,X,
OutofAL_Alabama_UnitedStates,Out of AL,Alabama,United States,X,,,,,,,,,,,,,,
OutofAK_Alaska_UnitedStates,Out of AK,Alaska,United States,X,,,,,,,,,,,,,,
OutofAZ_Arizona_UnitedStates,Out of AZ,Arizona,United States,X,,,,,,,,,,,,,,
OutofAR_Arkansas_UnitedStates,Out of AR,Arkansas,United States,X,,,,,,,,,,,,,,
OutofCA_California_UnitedStates,Out of CA,California,United States,X,,,,,,,,,,,,,,
OutofCO_Colorado_UnitedStates,Out of CO,Colorado,United States,X,,,,,,,,,,,,,,
OutofCT_Connecticut_UnitedStates,Out of CT,Connecticut,United States,X,,,,,,,,,,,,,,
OutofDE_Delaware_UnitedStates,Out of DE,Delaware,United States,X,,,,,,,,,,,,,,
OutofDC_DistrictofColumbia_UnitedStates,Out of DC,District of Columbia,United States,X,,,,,,,,,,,,,,
OutofFL_Florida_UnitedStates,Out of FL,Florida,United States,X,,,,,,,,,,,,,,
OutofGA_Georgia_UnitedStates,Out of GA,Georgia,United States,X,,,,,,,,,,,,,,
OutofHI_Hawaii_UnitedStates,Out of HI,Hawaii,United States,X,,,,,,,,,,,,,,
OutofID_Idaho_UnitedStates,Out of ID,Idaho,United States,X,,,,,,,,,,,,,,
OutofIL_Illinois_UnitedStates,Out of IL,Illinois,United States,X,,,,,,,,,,,,,,
OutofIN_Indiana_UnitedStates,Out of IN,Indiana,United States,X,,,,,,,,,,,,,,
OutofIA_Iowa_UnitedStates,Out of IA,Iowa,United States,X,,,,,,,,,,,,,,
OutofKS_Kansas_UnitedStates,Out of KS,Kansas,United States,X,,,,,,,,,,,,,,
OutofKY_Kentucky_UnitedStates,Out of KY,Kentucky,United States,X,,,,,,,,,,,,,,
OutofLA_Louisiana_UnitedStates,Out of LA,Louisiana,United States,X,,,,,,,,,,,,,,
OutofME_Maine_UnitedStates,Out of ME,Maine,United States,X,,,,,,,,,,,,,,
OutofMD_Maryland_UnitedStates,Out of MD,Maryland,United States,X,,,,,,,,,,,,,,
OutofMA_Massachusetts_UnitedStates,Out of MA,Massachusetts,United States,X,,,,,,,,,,,,,,
OutofMI_Michigan_UnitedStates,Out of MI,Michigan,United States,X,,,,,,,,,,,,,,
OutofMN_Minnesota_UnitedStates,Out of MN,Minnesota,United States,X,,,,,,,,,,,,,,
OutofMS_Mississippi_UnitedStates,Out of MS,Mississippi,United States,X,,,,,,,,,,,,,,
OutofMO_Missouri_UnitedStates,Out of MO,Missouri,United States,X,,,,,,,,,,,,,,
OutofMT_Montana_UnitedStates,Out of MT,Montana,United States,X,,,,,,,,,,,,,,
OutofNE_Nebraska_UnitedStates,Out of NE,Nebraska,United States,X,,,,,,,,,,,,,,
OutofNV_Nevada_UnitedStates,Out of NV,Nevada,United States,X,,,,,,,,,,,,,,
OutofNH_NewHampshire_UnitedStates,Out of NH,New Hampshire,United States,X,,,,,,,,,,,,,,
OutofNJ_NewJersey_UnitedStates,Out of NJ,New Jersey,United States,X,,,,,,,,,,,,,,
OutofNM_NewMexico_UnitedStates,Out of NM,New Mexico,United States,X,,,,,,,,,,,,,,
OutofNY_NewYork_UnitedStates,Out of NY,New York,United States,X,,,,,,,,,,,,,,
OutofNC_NorthCarolina_UnitedStates,Out of NC,North Carolina,United States,X,,,,,,,,,,,,,,
OutofND_NorthDakota_UnitedStates,Out of ND,North Dakota,United States,X,,,,,,,,,,,,,,
OutofOH_Ohio_UnitedStates,Out of OH,Ohio,United States,X,,,,,,,,,,,,,,
OutofOK_Oklahoma_UnitedStates,Out of OK,Oklahoma,United States,X,,,,,,,,,,,,,,
OutofOR_Oregon_UnitedStates,Out of OR,Oregon,United States,X,,,,,,,,,,,,,,
OutofPA_Pennsylvania_UnitedStates,Out of PA,Pennsylvania,United States,X,,,,,,,,,,,,,,
OutofRI_RhodeIsland_UnitedStates,Out of RI,Rhode Island,United States,X,,,,,,,,,,,,,,
OutofSC_SouthCarolina_UnitedStates,Out of SC,South Carolina,United States,X,,,,,,,,,,,,,,
OutofSD_SouthDakota_UnitedStates,Out of SD,South Dakota,United States,X,,,,,,,,,,,,,,
OutofTN_Tennessee_UnitedStates,Out of TN,Tennessee,United States,X,,,,,,,,,,,,,,
OutofTX_Texas_UnitedStates,Out of TX,Texas,United States,X,,,,,,,,,,,,,,
