COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Butler,Iowa,19023,11268,5142,4135,908,843,1246,357,0.456336528,0.366968406,0.08058218,0.074813632,0.11057863,0.031682641
Calhoun,Iowa,19025,7616,3568,2643,657,598,875,256,0.468487395,0.347032563,0.086265756,0.078518908,0.114889706,0.033613445
Carroll,Iowa,19027,15215,6403,5143,1151,1064,1531,463,0.420834703,0.338021689,0.075649031,0.069930989,0.100624384,0.030430496
Cass,Iowa,19029,10043,4586,3535,907,858,1233,353,0.456636463,0.351986458,0.09031166,0.08543264,0.12277208,0.03514886
Cedar,Iowa,19031,14510,6813,5848,1040,960,1457,419,0.469538249,0.403032391,0.071674707,0.066161268,0.100413508,0.028876637
Cerro Gordo,Iowa,19033,33828,15494,12280,2652,2468,3651,1093,0.45802294,0.363012889,0.078396595,0.072957313,0.107928343,0.032310512
Cherokee,Iowa,19035,8853,3787,3045,774,693,1029,306,0.4277646,0.343951203,0.087427991,0.07827855,0.116231786,0.034564554
Chickasaw,Iowa,19037,9149,3877,3202,734,685,1022,287,0.42376216,0.349983605,0.080227347,0.074871571,0.111706197,0.031369549
Clarke,Iowa,19039,6993,3109,2594,569,549,805,229,0.444587445,0.370942371,0.081367081,0.078507079,0.115115115,0.032747033
Clay,Iowa,19041,12482,5178,4082,1001,929,1356,401,0.414837366,0.327030925,0.080195481,0.074427175,0.108636436,0.032126262
Clayton,Iowa,19043,13851,6267,5236,1246,1154,1691,482,0.452458306,0.378023247,0.089957404,0.083315284,0.122085048,0.034798931
Clinton,Iowa,19045,35916,17030,12283,2969,2822,4122,1160,0.474161933,0.341992427,0.082665107,0.078572224,0.114767792,0.032297583
Crawford,Iowa,19047,12835,6011,5057,1046,1030,1529,430,0.468328788,0.394000779,0.08149591,0.080249318,0.119127386,0.033502143
Dallas,Iowa,19049,65139,22395,19411,3026,2823,4633,1410,0.343803252,0.297993522,0.046454505,0.043338092,0.071124825,0.021646019
Davis,Iowa,19051,6370,2804,2210,524,521,718,206,0.440188383,0.346938776,0.082260597,0.081789639,0.112715856,0.032339089
Decatur,Iowa,19053,6163,2614,1997,519,505,690,207,0.424144086,0.324030505,0.084212234,0.081940613,0.111958462,0.033587539
Delaware,Iowa,19055,13038,6016,5111,1048,999,1468,412,0.461420463,0.392007977,0.080380426,0.076622181,0.112593956,0.031599939
Des Moines,Iowa,19057,30332,14497,10859,2523,2416,3732,1019,0.477944085,0.358004747,0.08317948,0.079651853,0.123038375,0.033594883
Dickinson,Iowa,19059,13865,6148,4756,1116,972,1563,453,0.44341868,0.343021998,0.080490444,0.07010458,0.112729895,0.032672196
Dubuque,Iowa,19061,74817,31106,26111,5034,4794,7167,2111,0.415761124,0.348998222,0.067284173,0.064076346,0.095793737,0.028215513
Emmet,Iowa,19063,7342,3422,2672,612,566,840,243,0.466085535,0.363933533,0.083356034,0.077090711,0.114410242,0.033097249
Fayette,Iowa,19065,15568,7099,5713,1300,1208,1806,513,0.455999486,0.366970709,0.083504625,0.077595067,0.116007194,0.03295221
Floyd,Iowa,19067,12121,5714,4582,1058,1001,1454,418,0.47141325,0.378021615,0.087286528,0.082583945,0.119957099,0.034485603
Franklin,Iowa,19069,7775,3941,3258,686,633,979,270,0.506881029,0.41903537,0.088231511,0.081414791,0.125916399,0.034726688
Fremont,Iowa,19071,5426,2563,2008,471,439,629,186,0.472355326,0.370070033,0.086804276,0.080906745,0.115923332,0.034279396
Greene,Iowa,19073,6903,3581,2644,577,533,787,227,0.518759959,0.383021875,0.083586846,0.077212806,0.114008402,0.032884253
Grundy,Iowa,19075,9486,4037,3396,691,613,930,278,0.425574531,0.358001265,0.072844191,0.064621548,0.098039216,0.029306346
Guthrie,Iowa,19077,8319,3696,3128,694,641,941,274,0.444284169,0.376006732,0.083423488,0.07705253,0.113114557,0.032936651
Hamilton,Iowa,19079,11563,4942,4151,879,799,1209,356,0.427397734,0.358989882,0.076018334,0.069099715,0.104557641,0.030787858
Hancock,Iowa,19081,8387,3720,2919,671,605,888,265,0.443543579,0.348038631,0.080004769,0.072135448,0.105878145,0.031596518
Hardin,Iowa,19083,13501,6361,4685,1096,986,1501,431,0.471150285,0.347011332,0.081179172,0.073031627,0.11117695,0.031923561
Harrison,Iowa,19085,10856,4975,3713,863,833,1217,342,0.458271923,0.342022845,0.07949521,0.076731761,0.112103906,0.031503316
Henry,Iowa,19087,15733,6875,5774,1161,1102,1661,469,0.436979597,0.366999301,0.073793936,0.070043857,0.105574271,0.029809954
Howard,Iowa,19089,6909,3057,2487,577,544,779,226,0.442466348,0.359965263,0.083514257,0.078737878,0.112751484,0.032710957
Humboldt,Iowa,19091,7312,3374,2523,621,576,843,245,0.46143326,0.345049234,0.084928884,0.078774617,0.115289934,0.033506565
Ida,Iowa,19093,5185,2284,1794,426,391,570,168,0.440501446,0.345998071,0.082160077,0.075409836,0.109932498,0.032401157
Iowa,Iowa,19095,12383,5398,4681,919,863,1310,371,0.435920213,0.378018251,0.074214649,0.06969232,0.105790196,0.02996043
Jackson,Iowa,19097,15101,6690,5451,1231,1175,1727,487,0.443017019,0.360969472,0.08151778,0.077809417,0.114363287,0.03224952
Jasper,Iowa,19099,28801,13023,10772,2147,2070,3133,867,0.4521718,0.374014791,0.074546023,0.071872504,0.108780945,0.030103121
Jefferson,Iowa,19101,15523,6140,4812,1146,1046,1610,468,0.395542099,0.309991625,0.073825936,0.067383882,0.103717065,0.030148811
Johnson,Iowa,19103,121077,37379,34386,5763,5487,8941,2667,0.308720897,0.28400109,0.04759781,0.045318269,0.073845569,0.022027305
Jones,Iowa,19105,16305,7361,6033,1320,1260,1855,524,0.451456608,0.3700092,0.080956762,0.077276909,0.113768783,0.032137381
Keokuk,Iowa,19107,7879,3687,2923,656,614,882,258,0.467952786,0.370986166,0.083259297,0.077928671,0.11194314,0.032745272
Kossuth,Iowa,19109,11640,5431,4493,1010,885,1393,394,0.466580756,0.385996564,0.086769759,0.076030928,0.11967354,0.033848797
Lee,Iowa,19111,26758,12117,9793,2226,2200,3186,891,0.452836535,0.365984005,0.083190074,0.082218402,0.119067195,0.033298453
Linn,Iowa,19113,173399,71501,60863,10568,10173,16070,4608,0.412349552,0.350999717,0.060946142,0.058668158,0.092676428,0.026574548
Louisa,Iowa,19115,8643,3921,3120,687,675,1034,280,0.453661923,0.360985769,0.079486289,0.078097883,0.119634386,0.032396159
Lucas,Iowa,19117,6637,3074,2482,577,539,793,224,0.463161067,0.37396414,0.086936869,0.081211391,0.119481694,0.033750188
Lyon,Iowa,19119,8464,3706,2869,605,570,843,244,0.437854442,0.338965028,0.071479206,0.067344045,0.099598299,0.028827977
Madison,Iowa,19121,12202,5262,4539,805,786,1136,332,0.43124078,0.371988199,0.065972791,0.06441567,0.093099492,0.027208654
Mahaska,Iowa,19123,16734,6617,5305,1296,1259,1827,526,0.395422493,0.317019242,0.077447114,0.075236046,0.109178917,0.031433011
Marion,Iowa,19125,25515,10835,9313,1776,1661,2445,725,0.424652165,0.36500098,0.069606114,0.065098961,0.095825985,0.028414658
Marshall,Iowa,19127,29872,13674,10724,2368,2159,3390,939,0.45775308,0.358998393,0.079271559,0.07227504,0.113484199,0.031434119
Mills,Iowa,19129,11510,5210,4132,824,788,1168,334,0.45264987,0.358992181,0.071589922,0.068462207,0.101476977,0.029018245
Mitchell,Iowa,19131,8073,3801,3052,691,641,914,267,0.470828688,0.378050291,0.085593955,0.079400471,0.113216896,0.033073207
Monona,Iowa,19133,6763,3230,2448,640,585,851,249,0.477598699,0.36196954,0.09463256,0.086500074,0.125831731,0.03681798
Monroe,Iowa,19135,5942,2792,2210,515,507,718,203,0.469875463,0.371928644,0.086671154,0.085324806,0.120834736,0.034163581
Montgomery,Iowa,19137,7729,3634,2883,705,681,963,277,0.470177254,0.373010739,0.091214905,0.088109717,0.124595679,0.035839048
Muscatine,Iowa,19139,32238,15180,12476,2262,2201,3391,949,0.470872883,0.386996712,0.070165643,0.068273466,0.105186426,0.02943731
O'Brien,Iowa,19141,10548,4474,3586,847,777,1136,337,0.424156238,0.339969662,0.080299583,0.073663254,0.107698142,0.031949185
Osceola,Iowa,19143,4599,2201,1738,397,366,547,156,0.478582301,0.377908241,0.086323114,0.079582518,0.1189389,0.033920417
Page,Iowa,19145,12300,6189,4723,1026,935,1411,401,0.503170732,0.38398374,0.083414634,0.07601626,0.114715447,0.032601626
Palo Alto,Iowa,19147,6892,3234,2516,541,476,728,215,0.469239698,0.36506094,0.078496808,0.069065583,0.105629716,0.031195589
Plymouth,Iowa,19149,18823,8033,6889,1360,1279,1914,553,0.426765128,0.365988418,0.072252032,0.067948786,0.10168411,0.029378951
Pocahontas,Iowa,19151,5196,2473,1865,477,439,627,183,0.475943033,0.358929946,0.091801386,0.084488068,0.120669746,0.0352194
Polk,Iowa,19153,365889,148872,128427,21031,20330,33176,9120,0.406877496,0.350999893,0.057479181,0.055563299,0.090672308,0.024925592
Pottawattamie,Iowa,19155,71503,34617,27600,5185,5197,7503,2111,0.484133533,0.38599779,0.07251444,0.072682265,0.10493266,0.029523237
Poweshiek,Iowa,19157,15056,6499,5797,1106,1021,1543,450,0.431655154,0.385029224,0.073459086,0.067813496,0.10248406,0.029888417
Ringgold,Iowa,19159,3801,1799,1418,344,311,457,134,0.473296501,0.373059721,0.090502499,0.081820574,0.120231518,0.035253881
Sac,Iowa,19161,7543,3734,2919,645,586,862,254,0.495028503,0.386981307,0.085509744,0.077687923,0.114278139,0.033673605
Scott,Iowa,19163,132203,58169,48519,8722,8426,13153,3731,0.439997579,0.367003774,0.065974297,0.063735316,0.099490934,0.02822175
Shelby,Iowa,19165,8975,3927,3007,765,694,1034,302,0.437548747,0.335041783,0.085236769,0.077325905,0.115208914,0.033649025
Sioux,Iowa,19167,25476,9005,7872,1553,1463,2215,663,0.353469932,0.308996703,0.060959334,0.057426598,0.086944575,0.026024494
Story,Iowa,19169,81860,28203,23248,3935,3797,5999,1752,0.344527242,0.283997068,0.048069875,0.04638407,0.073283655,0.021402394
Tama,Iowa,19171,12829,6222,4580,1049,1005,1515,423,0.484994933,0.357003664,0.08176787,0.07833814,0.118091823,0.032972172
Taylor,Iowa,19173,4736,2307,1658,425,393,585,164,0.487119932,0.350084459,0.089738176,0.082981419,0.123521959,0.034628378
Union,Iowa,19175,9615,4678,3461,808,786,1161,320,0.486531461,0.359958398,0.084035361,0.08174727,0.12074883,0.033281331
Van Buren,Iowa,19177,5419,2692,1994,485,461,669,186,0.496770622,0.367964569,0.089499908,0.085071046,0.123454512,0.034323676
Wapello,Iowa,19179,27274,12079,9791,2211,2218,3230,894,0.442875999,0.358986581,0.081066217,0.081322872,0.118427807,0.03277847
Warren,Iowa,19181,38399,15694,13785,2285,2177,3408,971,0.40870856,0.358993724,0.059506758,0.056694185,0.088752311,0.025287117
Washington,Iowa,19183,16648,6740,5477,1265,1209,1770,511,0.404853436,0.328988467,0.075985103,0.072621336,0.106319077,0.030694378
Wayne,Iowa,19185,4776,2614,2030,467,448,639,178,0.547319933,0.425041876,0.09778057,0.093802345,0.13379397,0.037269682
Webster,Iowa,19187,28393,12256,9966,2254,2191,3086,914,0.43165569,0.351002008,0.079385764,0.077166907,0.108688761,0.032191033
Winnebago,Iowa,19189,8199,3683,2919,640,585,885,258,0.449201122,0.356019027,0.0780583,0.071350165,0.107939993,0.031467252
Winneshiek,Iowa,19191,16320,6259,4961,1138,1012,1494,458,0.383517157,0.303982843,0.069730392,0.062009804,0.091544118,0.028063725
Woodbury,Iowa,19193,75797,32057,25847,5230,5250,8145,2255,0.422932306,0.341002942,0.069000092,0.069263955,0.107458079,0.029750518
Worth,Iowa,19195,5913,2586,2022,459,427,631,180,0.437341451,0.341958397,0.077625571,0.072213766,0.10671402,0.0304414
Wright,Iowa,19197,9650,4942,3754,885,800,1206,344,0.512124352,0.389015544,0.091709845,0.082901554,0.124974093,0.035647668
Allen,Kansas,20001,9654,4872,3823,834,862,1313,334,0.50466128,0.396001657,0.086389062,0.089289414,0.136005801,0.034597058
Anderson,Kansas,20003,5881,2929,2299,530,542,771,205,0.49804455,0.390919912,0.090120728,0.092161197,0.131100153,0.034858017
Atchison,Kansas,20005,12412,6061,4357,966,1025,1462,385,0.488317757,0.35103126,0.077827908,0.082581373,0.117789236,0.031018369
Barber,Kansas,20007,3448,1668,1379,332,334,482,127,0.483758701,0.399941995,0.096287703,0.096867749,0.139791183,0.036832947
Barton,Kansas,20009,19904,9773,7285,1696,1757,2708,681,0.491006833,0.366006833,0.085209003,0.088273714,0.136053055,0.034214228
Bourbon,Kansas,20011,10889,5555,4628,976,1033,1530,389,0.510147856,0.425016071,0.089631738,0.094866379,0.14050877,0.035724125
Brown,Kansas,20013,7174,3618,2877,623,643,983,250,0.50432116,0.401031503,0.086841372,0.089629217,0.137022582,0.034848062
Butler,Kansas,20015,49769,23293,19012,3446,3525,5499,1407,0.468022263,0.382004862,0.069239888,0.070827222,0.110490466,0.02827061
Chase,Kansas,20017,2104,1057,812,190,185,281,74,0.502376426,0.385931559,0.090304183,0.087927757,0.133555133,0.035171103
Chautauqua,Kansas,20019,2651,1395,1015,294,291,416,110,0.526216522,0.382874387,0.110901547,0.109769898,0.156921916,0.041493776
Cherokee,Kansas,20021,15405,7653,5854,1387,1481,2157,549,0.496786758,0.380006491,0.090035703,0.096137618,0.140019474,0.03563778
Cheyenne,Kansas,20023,2093,1064,785,200,185,289,78,0.508361204,0.375059723,0.095556617,0.088389871,0.138079312,0.037267081
Clark,Kansas,20025,1522,748,600,128,119,188,52,0.491458607,0.394218134,0.084099869,0.078186597,0.123521682,0.034165572
Clay,Kansas,20027,6114,2885,2213,497,475,755,195,0.471867844,0.361956166,0.081288845,0.077690546,0.123487079,0.031894014
Cloud,Kansas,20029,6777,3213,2616,596,597,880,235,0.474103586,0.38601151,0.087944518,0.088092076,0.129850967,0.03467611
Coffey,Kansas,20031,6437,2909,2420,520,519,788,205,0.451918596,0.37595153,0.080782973,0.080627622,0.122417275,0.031847134
Comanche,Kansas,20033,1333,597,447,112,107,166,44,0.447861965,0.335333833,0.084021005,0.080270068,0.124531133,0.033008252
Cowley,Kansas,20035,26899,13330,10948,2146,2229,3338,883,0.495557456,0.407003978,0.079779917,0.082865534,0.124093832,0.032826499
Crawford,Kansas,20037,30529,13722,9922,2208,2309,3320,904,0.44947427,0.325002457,0.072324675,0.075633005,0.108749058,0.029611189
Decatur,Kansas,20039,2313,1131,823,243,226,339,92,0.488975357,0.355814959,0.105058366,0.097708604,0.146562905,0.039775184
Dickinson,Kansas,20041,14278,7180,5754,1194,1217,1780,481,0.502871551,0.402997619,0.083625158,0.085236027,0.12466732,0.033688192
Doniphan,Kansas,20043,6056,2690,2198,488,506,732,194,0.444187583,0.362945839,0.080581242,0.083553501,0.120871863,0.032034346
Douglas,Kansas,20045,99347,34659,30003,4984,5244,7805,2258,0.348868109,0.302002074,0.050167594,0.052784684,0.078563016,0.022728417
Edwards,Kansas,20047,2184,1099,830,201,196,311,78,0.503205128,0.38003663,0.092032967,0.08974359,0.142399267,0.035714286
Elk,Kansas,20049,1965,1045,774,227,218,321,83,0.531806616,0.39389313,0.115521628,0.110941476,0.163358779,0.042239186
Ellis,Kansas,20051,22512,9302,7767,1448,1514,2221,607,0.413201848,0.345015991,0.064321251,0.067253021,0.098658493,0.026963397
Ellsworth,Kansas,20053,5059,2481,2013,416,413,643,164,0.490413125,0.397904724,0.08222969,0.081636687,0.127100217,0.032417474
Finney,Kansas,20055,25573,12856,11303,1666,1841,3289,776,0.50271771,0.441989598,0.065146835,0.071989989,0.128612208,0.030344504
Ford,Kansas,20057,23675,11744,9683,1695,1718,3263,746,0.496050686,0.408996832,0.071594509,0.072565998,0.13782471,0.031510032
Franklin,Kansas,20059,19541,9398,7367,1429,1534,2274,573,0.480937516,0.377002201,0.073128294,0.078501612,0.116370708,0.029322962
Geary,Kansas,20061,22565,10137,8552,1043,1163,2002,502,0.449235542,0.378994017,0.046222025,0.051539996,0.088721471,0.022246842
Gove,Kansas,20063,1986,922,677,184,173,262,70,0.464249748,0.340886203,0.09264854,0.087109768,0.131923464,0.035246727
Graham,Kansas,20065,2008,1015,783,201,186,285,78,0.505478088,0.389940239,0.100099602,0.092629482,0.141932271,0.038844622
Grant,Kansas,20067,5079,2456,2047,354,370,654,156,0.483559756,0.403032093,0.06969876,0.072848986,0.128765505,0.030714708
Gray,Kansas,20069,4284,1901,1551,301,322,473,123,0.443744164,0.362044818,0.070261438,0.075163399,0.110410831,0.028711485
Greeley,Kansas,20071,908,423,333,76,72,114,31,0.465859031,0.366740088,0.083700441,0.079295154,0.125550661,0.034140969
Greenwood,Kansas,20073,4738,2366,1843,465,461,699,179,0.499366821,0.388982693,0.098142676,0.097298438,0.147530604,0.037779654
Hamilton,Kansas,20075,1858,920,739,142,156,241,59,0.495156082,0.397739505,0.076426265,0.083961249,0.129709365,0.031754575
Harper,Kansas,20077,4134,1962,1571,382,384,559,148,0.474600871,0.380019352,0.092404451,0.092888244,0.135220126,0.035800677
Harvey,Kansas,20079,25968,11108,8673,1944,1868,2905,796,0.42775724,0.333987985,0.074861368,0.071934689,0.111868453,0.030653112
Haskell,Kansas,20081,2872,1348,1060,230,253,389,96,0.469359331,0.36908078,0.080083565,0.088091922,0.135445682,0.033426184
Hodgeman,Kansas,20083,1405,655,503,123,112,180,48,0.466192171,0.358007117,0.087544484,0.079715302,0.128113879,0.034163701
Jackson,Kansas,20085,9972,4614,3889,788,799,1250,314,0.462695548,0.389991978,0.07902126,0.080124348,0.125350983,0.031488167
Jefferson,Kansas,20087,14647,6530,5244,1097,1124,1703,434,0.445825084,0.358025534,0.074895883,0.076739264,0.116269543,0.029630641
Jewell,Kansas,20089,2302,1204,909,265,250,369,99,0.523023458,0.394874023,0.115117289,0.108601216,0.160295395,0.043006082
Johnson,Kansas,20091,451912,155375,122920,24502,21432,37119,10687,0.343816938,0.271999858,0.05421852,0.047425162,0.082137673,0.023648409
Kearny,Kansas,20093,2801,1464,1185,232,247,387,98,0.522670475,0.423063192,0.082827562,0.088182792,0.138164941,0.034987504
Kingman,Kansas,20095,5706,2544,1997,455,435,679,179,0.445846477,0.349982475,0.079740624,0.076235542,0.118997546,0.031370487
Kiowa,Kansas,20097,1942,929,736,160,156,238,63,0.478372812,0.378990731,0.082389289,0.080329557,0.122554068,0.032440783
Labette,Kansas,20099,15172,7390,6054,1343,1418,2121,537,0.487081466,0.399024519,0.088518323,0.09346164,0.139796994,0.035394147
Lane,Kansas,20101,1215,591,442,113,106,165,44,0.486419753,0.363786008,0.093004115,0.087242798,0.135802469,0.036213992
Leavenworth,Kansas,20103,62068,27633,22158,3825,3952,6941,1657,0.445205259,0.356995553,0.061625959,0.063672102,0.111828962,0.026696526
Lincoln,Kansas,20105,2344,1111,872,209,200,304,82,0.473976109,0.372013652,0.089163823,0.085324232,0.129692833,0.034982935
Linn,Kansas,20107,7561,3902,2979,733,758,1095,277,0.516069303,0.393995503,0.096944849,0.10025129,0.144822113,0.036635366
Logan,Kansas,20109,2159,996,760,174,174,265,70,0.461324687,0.352014822,0.080592867,0.080592867,0.12274201,0.032422418
Lyon,Kansas,20111,25967,11117,8829,1807,1848,2860,757,0.428120307,0.340008472,0.069588324,0.071167251,0.110139793,0.029152386
McPherson,Kansas,20113,21999,9403,7546,1650,1635,2495,678,0.427428519,0.343015592,0.075003409,0.07432156,0.113414246,0.030819583
Marion,Kansas,20115,9418,4457,3522,799,773,1178,312,0.473242727,0.373964748,0.084837545,0.082076874,0.125079635,0.033128053
Marshall,Kansas,20117,7405,3673,2888,654,643,965,251,0.496016205,0.390006752,0.088318704,0.086833221,0.130317353,0.033896016
Meade,Kansas,20119,3085,1473,1194,266,267,403,105,0.477471637,0.387034036,0.086223663,0.086547812,0.130632091,0.034035656
Miami,Kansas,20121,25423,10110,8796,1768,1753,2602,703,0.3976714,0.345985918,0.069543327,0.06895331,0.102348267,0.027652126
Mitchell,Kansas,20123,4717,2133,1642,421,397,606,163,0.452194191,0.348102608,0.089251643,0.084163663,0.128471486,0.034555862
Montgomery,Kansas,20125,24485,11824,9623,2176,2280,3442,882,0.482907903,0.393016132,0.088870737,0.093118236,0.140575863,0.036022054
